"","y","PassengerId","Pclass","Sexfemale","Sexmale","Age","SibSp","Parch","Fare","EmbarkedQ","EmbarkedS","Pclass_char2A","Pclass_char3A","tic_num","tic_charA..5.","tic_charA.5.","tic_charA.4","tic_charA.4.","tic_charA.5","tic_charA.5..1","tic_charA.S","tic_charA4.","tic_charAQ.3.","tic_charAQ.4","tic_charBasle","tic_charC","tic_charC.A.","tic_charC.A..SOTON","tic_charCA","tic_charCA.","tic_charF.C.","tic_charF.C.C.","tic_charFa","tic_charFALSE","tic_charLINE","tic_charLP","tic_charP.PP","tic_charPC","tic_charPP","tic_charS.C..A.4.","tic_charS.C..PARIS","tic_charS.O..P.P.","tic_charS.O.C.","tic_charS.O.P.","tic_charS.P.","tic_charS.W..PP","tic_charSC","tic_charSC.A.3","tic_charSC.A4","tic_charSC.AH","tic_charSC.Paris","tic_charSC.PARIS","tic_charSCO.W","tic_charSO.C","tic_charSOTON.O.Q.","tic_charSOTON.O2","tic_charSOTON.OQ","tic_charSTON.O","tic_charSTON.O2.","tic_charSTON.OQ.","tic_charSW.PP","tic_charW..C.","tic_charW.E.P.","tic_charW.C","tic_charWE.P","cabin_n","cabin_class_firstB","cabin_class_firstC","cabin_class_firstD","cabin_class_firstE","cabin_class_firstF","cabin_class_firstG","cabin_class_firstT","cabin_class_secondB","cabin_class_secondC","cabin_class_secondD","cabin_class_secondE","cabin_class_secondF","cabin_class_secondG","cabin_class_secondT","cabin_num","female_child_flag","male_adult_flag","Age_na","Fare_na","cabin_class_first_na","cabin_class_second_na","cabin_num_na","female_child_flag_na","male_adult_flag_na"
"669","0",669,3,0,1,43,0,0,8.05,0,1,0,1,3536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"670","1",670,1,1,0,28,1,0,52,0,1,0,0,19996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,126,1,0,0,0,0,0,0,0,0
"671","1",671,2,1,0,40,1,1,39,0,1,1,0,29750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"672","0",672,1,0,1,31,1,0,52,0,1,0,0,12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,0
"673","0",673,2,0,1,70,0,0,10.5,0,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"674","1",674,2,0,1,31,0,0,13,0,1,1,0,244270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"675","0",675,2,0,1,28,0,0,0,0,1,1,0,239856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"676","0",676,3,0,1,18,0,0,7.775,0,1,0,1,349912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"677","0",677,3,0,1,24.5,0,0,8.05,0,1,0,1,342826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"678","1",678,3,1,0,18,0,0,9.8417,0,1,0,1,4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"679","0",679,3,1,0,43,1,6,46.9,0,1,0,1,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"680","1",680,1,0,1,36,0,1,512.3292,0,0,0,0,17755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
"681","0",681,3,1,0,28,0,0,8.1375,1,0,0,1,330935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"682","1",682,1,0,1,27,0,0,76.7292,0,0,0,0,17572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,49,0,1,0,0,0,0,0,0,0
"683","0",683,3,0,1,20,0,0,9.225,0,1,0,1,6563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"684","0",684,3,0,1,14,5,2,46.9,0,1,0,1,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"685","0",685,2,0,1,60,1,1,39,0,1,1,0,29750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"686","0",686,2,0,1,25,1,2,41.5792,0,0,1,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"687","0",687,3,0,1,14,4,1,39.6875,0,1,0,1,3101295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"688","0",688,3,0,1,19,0,0,10.1708,0,1,0,1,349228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"689","0",689,3,0,1,18,0,0,7.7958,0,1,0,1,350036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"690","1",690,1,1,0,15,0,1,211.3375,0,1,0,0,24160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
"691","1",691,1,0,1,31,1,0,57,0,1,0,0,17474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0
"692","1",692,3,1,0,4,0,1,13.4167,0,0,0,1,349256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"693","1",693,3,0,1,28,0,0,56.4958,0,1,0,1,1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"694","0",694,3,0,1,25,0,0,7.225,0,0,0,1,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"695","0",695,1,0,1,60,0,0,26.55,0,1,0,0,113800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"696","0",696,2,0,1,52,0,0,13.5,0,1,1,0,248731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"697","0",697,3,0,1,44,0,0,8.05,0,1,0,1,363592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"698","1",698,3,1,0,28,0,0,7.7333,1,0,0,1,35852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"699","0",699,1,0,1,49,1,1,110.8833,0,0,0,0,17421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0
"700","0",700,3,0,1,42,0,0,7.65,0,1,0,1,348121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40.5,0,0,0,0,0,0,0,0,0
"701","1",701,1,1,0,18,1,0,227.525,0,0,0,0,17757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,63,1,0,0,0,0,0,0,0,0
"702","1",702,1,0,1,35,0,0,26.2875,0,1,0,0,17475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0
"703","0",703,3,1,0,18,0,1,14.4542,0,0,0,1,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"704","0",704,3,0,1,25,0,0,7.7417,1,0,0,1,36864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"705","0",705,3,0,1,26,1,0,7.8542,0,1,0,1,350025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"706","0",706,2,0,1,39,0,0,26,0,1,1,0,250655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"707","1",707,2,1,0,45,0,0,13.5,0,1,1,0,223596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"708","1",708,1,0,1,42,0,0,26.2875,0,1,0,0,17476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0
"709","1",709,1,1,0,22,0,0,151.55,0,1,0,0,113781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"710","1",710,3,0,1,28,1,1,15.2458,0,0,0,1,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"711","1",711,1,1,0,24,0,0,49.5042,0,0,0,0,17482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0
"712","0",712,1,0,1,28,0,0,26.55,0,1,0,0,113028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0
"713","1",713,1,0,1,48,1,0,52,0,1,0,0,19996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0
"714","0",714,3,0,1,29,0,0,9.4833,0,1,0,1,7545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"715","0",715,2,0,1,52,0,0,13,0,1,1,0,250647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"716","0",716,3,0,1,19,0,0,7.65,0,1,0,1,348124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40.5,0,0,0,0,0,0,0,0,0
"717","1",717,1,1,0,38,0,0,227.525,0,0,0,0,17757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0
"718","1",718,2,1,0,27,0,0,10.5,0,1,1,0,34218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,101,1,0,0,0,0,0,0,0,0
"719","0",719,3,0,1,28,0,0,15.5,1,0,0,1,36568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"720","0",720,3,0,1,33,0,0,7.775,0,1,0,1,347062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"721","1",721,2,1,0,6,0,1,33,0,1,1,0,248727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"722","0",722,3,0,1,17,1,0,7.0542,0,1,0,1,350048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"723","0",723,2,0,1,34,0,0,13,0,1,1,0,12233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"724","0",724,2,0,1,50,0,0,13,0,1,1,0,250643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"725","1",725,1,0,1,27,1,0,53.1,0,1,0,0,113806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0
"726","0",726,3,0,1,20,0,0,8.6625,0,1,0,1,315094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"727","1",727,2,1,0,30,3,0,21,0,1,1,0,31027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"728","1",728,3,1,0,28,0,0,7.7375,1,0,0,1,36866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"729","0",729,2,0,1,25,1,0,26,0,1,1,0,236853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"730","0",730,3,1,0,25,1,0,7.925,0,1,0,1,3101271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"731","1",731,1,1,0,29,0,0,211.3375,0,1,0,0,24160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
"732","0",732,3,0,1,11,0,0,18.7875,0,0,0,1,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"733","0",733,2,0,1,28,0,0,0,0,1,1,0,239855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"734","0",734,2,0,1,23,0,0,13,0,1,1,0,28425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"735","0",735,2,0,1,23,0,0,13,0,1,1,0,233639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"736","0",736,3,0,1,28.5,0,0,16.1,0,1,0,1,54636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"737","0",737,3,1,0,48,1,3,34.375,0,1,0,1,6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"738","1",738,1,0,1,35,0,0,512.3292,0,0,0,0,17755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0
